distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
63.48,74.42,51.18,0.6,0.52,0.32,3.93,night,wednesday,0.72,0.41,0.39,5.45,22.53,0.61,17.61,summer,suburban,0.41,Moderate
6.68,12.65,31.68,0.33,0.68,0.56,5.49,midday,tuesday,0.84,0.53,0.35,10.15,8.85,0.75,30.86,winter,urban,0.6,Poor
10.86,31.4,20.74,0.47,0.7,0.25,0.56,early_morning,wednesday,0.87,0.5,0.43,9.42,18.03,0.56,8.96,summer,urban,0.34,Moderate
62.75,84.55,44.53,0.48,0.71,0.66,5.18,morning_peak,saturday,0.64,0.55,0.23,16.12,1.38,0.73,29.96,winter,suburban,0.52,Poor
230.05,237.42,58.14,0.94,0.61,0.41,6.35,afternoon_peak,friday,0.37,0.45,0.17,20.08,10.43,0.62,22.16,autumn,regional,0.61,Moderate
12.05,11.72,61.73,0.64,0.54,0.0,0.0,midday,friday,0.42,0.43,0.55,6.26,24.29,0.51,15.86,summer,suburban,0.43,Good
60.66,88.98,40.91,0.61,0.37,0.53,3.43,early_morning,sunday,0.69,0.45,0.31,10.74,5.16,0.65,19.88,winter,suburban,0.27,Good
28.69,59.29,29.03,0.36,0.93,0.25,3.25,afternoon_peak,monday,0.89,0.58,0.42,11.63,16.04,0.55,17.88,summer,urban,0.61,Poor
40.14,61.02,39.48,0.67,0.68,0.37,3.06,morning_peak,tuesday,0.61,0.49,0.23,1.0,14.72,0.55,20.58,autumn,suburban,0.59,Good
8.93,20.9,25.62,0.38,0.77,0.54,4.28,early_morning,thursday,0.91,0.58,0.22,12.12,2.33,0.71,25.56,winter,urban,0.41,Poor
171.18,104.14,98.63,0.69,0.22,0.28,2.4,midday,saturday,0.16,0.25,0.19,13.48,12.83,0.6,18.29,spring,regional,0.39,Excellent
14.31,35.82,23.96,0.35,0.62,0.21,1.09,early_morning,wednesday,0.76,0.47,0.35,4.41,16.06,0.58,15.14,summer,urban,0.48,Moderate
16.94,34.49,29.46,0.3,0.88,0.16,1.25,afternoon_peak,friday,0.79,0.49,0.49,12.32,20.45,0.58,17.14,summer,urban,0.71,Poor
302.69,242.15,75.0,0.74,0.61,0.05,0.0,morning_peak,wednesday,0.41,0.37,0.45,22.52,16.01,0.49,15.12,summer,regional,0.49,Good
203.21,177.95,68.52,0.75,0.23,0.24,1.96,evening,sunday,0.22,0.28,0.2,24.4,6.57,0.49,22.5,spring,regional,0.34,Excellent
68.89,107.53,38.44,0.61,0.88,0.24,3.13,afternoon_peak,wednesday,0.69,0.56,0.5,7.08,13.45,0.56,11.64,summer,suburban,0.54,Moderate
54.1,77.07,42.11,0.75,0.65,0.33,2.91,morning_peak,saturday,0.72,0.44,0.33,11.86,9.43,0.55,17.29,spring,suburban,0.48,Good
26.19,64.55,24.34,0.49,0.71,0.19,2.85,night,friday,0.72,0.35,0.4,7.51,20.7,0.51,12.59,summer,urban,0.43,Moderate
37.13,39.68,56.14,0.59,0.45,0.61,6.72,evening,thursday,0.43,0.44,0.16,2.33,5.78,0.64,12.99,winter,suburban,0.34,Good
22.57,60.13,22.52,0.45,0.79,0.2,0.72,night,tuesday,0.9,0.38,0.3,13.63,13.95,0.55,13.56,summer,urban,0.62,Moderate
68.83,71.46,57.79,0.48,0.4,0.07,2.18,night,saturday,0.53,0.34,0.53,21.79,20.49,0.5,15.56,summer,suburban,0.3,Good
47.53,69.04,41.3,0.63,0.47,0.13,1.44,night,saturday,0.5,0.33,0.44,7.33,16.21,0.51,11.4,summer,suburban,0.38,Good
5.3,12.45,25.55,0.32,0.67,0.62,6.61,midday,thursday,0.77,0.52,0.3,10.18,4.26,0.69,27.09,winter,urban,0.43,Poor
18.27,63.31,17.32,0.35,0.83,0.23,2.23,morning_peak,saturday,0.82,0.44,0.24,9.39,13.34,0.63,24.08,spring,urban,0.45,Moderate
264.72,266.52,59.59,0.78,0.59,0.34,3.83,afternoon_peak,tuesday,0.17,0.45,0.31,33.12,19.9,0.61,12.32,summer,regional,0.52,Good
31.33,34.97,53.76,0.59,0.48,0.33,3.66,midday,friday,0.38,0.45,0.32,5.42,15.91,0.51,22.95,spring,suburban,0.43,Excellent
10.05,24.66,24.46,0.43,0.94,0.42,2.85,afternoon_peak,friday,0.93,0.56,0.35,5.29,6.97,0.64,13.26,autumn,urban,0.52,Poor
13.5,24.16,33.53,0.39,0.62,0.37,4.42,night,wednesday,0.8,0.37,0.26,2.55,12.71,0.58,6.65,spring,urban,0.44,Good
59.34,42.43,83.91,0.77,0.48,0.37,3.64,midday,wednesday,0.39,0.47,0.24,5.96,15.88,0.59,18.22,spring,regional,0.47,Good
31.15,66.37,28.17,0.48,0.88,0.25,2.39,evening,thursday,0.97,0.63,0.44,2.08,7.25,0.63,13.22,spring,urban,0.46,Moderate
193.4,180.87,64.16,0.83,0.49,0.59,5.25,early_morning,friday,0.28,0.51,0.28,28.53,5.44,0.66,24.89,winter,regional,0.48,Good
56.45,39.64,85.44,0.97,0.4,0.16,1.83,morning_peak,sunday,0.27,0.37,0.31,12.04,11.28,0.55,15.88,summer,regional,0.27,Excellent
8.95,32.97,16.29,0.34,0.87,0.57,6.25,morning_peak,thursday,0.87,0.48,0.46,7.83,10.46,0.72,28.28,winter,urban,0.41,Poor
307.34,194.5,94.81,0.65,0.27,0.06,0.0,evening,tuesday,0.13,0.28,0.3,23.19,23.54,0.5,17.48,summer,regional,0.29,Excellent
29.25,85.13,20.62,0.36,0.84,0.13,1.35,morning_peak,thursday,0.8,0.52,0.45,9.74,22.92,0.55,15.89,summer,urban,0.44,Moderate
133.73,84.09,95.42,0.9,0.22,0.54,4.69,midday,saturday,0.15,0.36,0.1,11.28,6.4,0.7,21.37,autumn,regional,0.31,Excellent
203.87,143.3,85.36,0.72,0.28,0.03,0.11,midday,wednesday,0.17,0.18,0.49,26.08,22.3,0.45,11.13,summer,regional,0.38,Excellent
22.64,75.88,17.9,0.3,0.74,0.29,1.4,night,thursday,0.82,0.46,0.3,3.23,8.09,0.61,12.34,spring,urban,0.46,Moderate
217.5,136.98,95.27,0.66,0.23,0.59,5.5,early_morning,sunday,0.15,0.25,0.09,25.65,-4.21,0.74,26.48,winter,regional,0.36,Excellent
48.62,35.61,81.92,0.71,0.59,0.3,0.0,morning_peak,wednesday,0.25,0.48,0.27,13.06,13.88,0.61,12.34,spring,regional,0.36,Good
31.79,92.33,20.66,0.32,0.91,0.6,4.36,afternoon_peak,friday,0.99,0.58,0.29,7.37,8.33,0.68,17.94,autumn,urban,0.47,Poor
18.44,47.27,23.4,0.29,0.5,0.23,3.16,early_morning,wednesday,0.75,0.32,0.31,1.89,14.48,0.63,15.71,spring,urban,0.49,Moderate
76.53,71.47,64.25,0.8,0.42,0.61,5.31,afternoon_peak,monday,0.14,0.47,0.17,5.43,-6.22,0.73,25.1,winter,regional,0.44,Good
74.78,102.43,43.8,0.77,0.73,0.41,3.46,morning_peak,thursday,0.46,0.54,0.2,9.11,9.39,0.59,19.96,autumn,suburban,0.46,Moderate
125.41,120.41,62.49,0.67,0.49,0.54,3.58,early_morning,wednesday,0.31,0.38,0.27,26.03,13.42,0.63,15.19,autumn,regional,0.4,Good
306.84,326.46,56.39,0.8,0.54,0.43,1.23,afternoon_peak,saturday,0.33,0.38,0.31,32.83,16.24,0.68,21.65,autumn,regional,0.46,Good
51.71,62.33,49.78,0.75,0.69,0.31,5.12,afternoon_peak,tuesday,0.6,0.45,0.32,10.52,22.53,0.57,14.25,summer,suburban,0.42,Moderate
236.87,239.01,59.46,0.74,0.56,0.33,3.05,morning_peak,saturday,0.19,0.32,0.2,16.43,5.38,0.66,25.22,spring,regional,0.48,Good
21.27,51.05,25.0,0.29,0.94,0.8,5.05,morning_peak,friday,0.99,0.67,0.41,7.62,-1.23,0.82,19.93,winter,urban,0.5,Very Poor
266.41,245.2,65.19,0.76,0.47,0.23,2.24,morning_peak,friday,0.14,0.34,0.38,25.93,19.09,0.61,14.17,summer,regional,0.49,Excellent
84.76,71.05,71.58,0.71,0.24,0.07,1.27,evening,saturday,0.25,0.2,0.43,16.44,19.86,0.41,15.1,summer,regional,0.23,Excellent
4.24,13.15,19.36,0.51,0.95,0.58,8.0,afternoon_peak,tuesday,0.8,0.61,0.33,6.08,6.79,0.77,25.41,winter,urban,0.52,Poor
11.84,25.02,28.39,0.27,0.76,0.08,0.7,evening,wednesday,0.99,0.48,0.57,3.23,21.99,0.54,10.99,summer,urban,0.61,Moderate
123.99,116.15,64.05,0.86,0.18,0.73,7.89,night,sunday,0.3,0.4,0.21,12.84,3.46,0.77,19.9,winter,regional,0.32,Excellent
72.01,95.37,45.31,0.75,0.49,0.22,1.4,midday,monday,0.51,0.38,0.25,13.56,15.49,0.54,20.51,spring,suburban,0.4,Good
26.41,87.9,18.03,0.49,0.81,0.67,3.49,evening,thursday,0.98,0.62,0.34,6.54,-2.71,0.75,19.7,winter,urban,0.53,Moderate
15.12,42.59,21.3,0.28,0.67,0.26,0.92,evening,friday,0.74,0.44,0.27,1.0,9.69,0.54,15.26,spring,urban,0.5,Moderate
61.69,87.44,42.33,0.58,0.48,0.56,3.16,evening,wednesday,0.5,0.46,0.16,16.02,0.18,0.62,22.28,winter,suburban,0.35,Good
24.04,45.86,31.45,0.33,0.72,0.28,1.36,evening,thursday,0.81,0.49,0.22,1.0,14.82,0.53,19.69,spring,urban,0.5,Moderate
49.31,30.81,96.03,0.91,0.36,0.3,1.71,early_morning,sunday,0.24,0.31,0.22,8.7,13.84,0.55,18.04,spring,regional,0.28,Excellent
61.25,59.59,61.67,0.72,0.5,0.24,3.73,evening,thursday,0.59,0.48,0.35,13.28,12.24,0.57,4.0,summer,suburban,0.42,Good
115.1,82.14,84.08,0.8,0.43,0.73,4.03,morning_peak,sunday,0.37,0.52,0.29,3.81,4.53,0.81,36.65,winter,regional,0.46,Good
302.83,235.46,77.17,0.78,0.57,0.13,0.0,morning_peak,tuesday,0.16,0.3,0.25,26.5,15.85,0.44,14.83,summer,regional,0.51,Excellent
34.28,55.85,36.83,0.74,0.62,0.24,0.0,midday,tuesday,0.7,0.49,0.24,15.81,13.53,0.53,17.53,spring,suburban,0.43,Good
71.95,82.36,52.42,0.56,0.65,0.06,0.32,morning_peak,thursday,0.52,0.41,0.48,10.4,18.93,0.5,9.74,summer,suburban,0.4,Good
40.91,43.25,56.75,0.54,0.54,0.35,2.91,afternoon_peak,saturday,0.47,0.41,0.23,8.98,3.54,0.58,18.54,spring,suburban,0.32,Good
68.41,73.63,55.74,0.54,0.62,0.13,0.27,early_morning,thursday,0.64,0.48,0.36,10.57,19.42,0.48,7.4,summer,suburban,0.37,Moderate
24.7,33.74,43.92,0.56,0.53,0.38,1.9,evening,thursday,0.45,0.43,0.28,1.0,11.83,0.46,16.56,spring,suburban,0.39,Good
8.88,16.68,31.94,0.54,0.82,0.48,6.82,morning_peak,tuesday,0.87,0.65,0.2,1.0,8.49,0.69,22.32,autumn,urban,0.59,Moderate
192.66,139.03,83.14,0.93,0.5,0.25,2.08,night,thursday,0.34,0.39,0.4,23.19,15.62,0.57,18.47,summer,regional,0.42,Excellent
115.41,86.52,80.04,0.87,0.54,0.45,3.39,midday,friday,0.35,0.42,0.26,14.02,12.94,0.64,17.2,autumn,regional,0.43,Good
125.09,84.22,89.11,0.89,0.49,0.35,4.2,evening,wednesday,0.39,0.4,0.19,8.0,7.65,0.69,18.23,autumn,regional,0.44,Excellent
17.52,36.17,29.07,0.3,0.83,0.09,0.38,night,friday,1.0,0.47,0.43,8.03,16.91,0.49,16.85,summer,urban,0.47,Moderate
31.47,92.52,20.41,0.45,0.57,0.43,5.09,early_morning,sunday,0.81,0.41,0.19,6.96,11.09,0.61,27.26,autumn,urban,0.35,Moderate
12.95,43.72,17.78,0.38,0.67,0.27,1.44,midday,monday,0.8,0.45,0.32,10.65,15.36,0.62,20.66,spring,urban,0.45,Moderate
260.35,174.07,89.74,0.73,0.33,0.74,5.68,midday,wednesday,0.18,0.28,0.12,25.63,-2.08,0.77,18.64,winter,regional,0.48,Good
256.06,234.77,65.44,0.84,0.45,0.4,6.15,early_morning,friday,0.3,0.38,0.2,36.04,7.54,0.63,16.87,spring,regional,0.48,Good
52.51,60.04,52.48,0.7,0.73,0.61,7.47,morning_peak,tuesday,0.67,0.51,0.32,7.26,11.39,0.74,17.18,autumn,suburban,0.52,Poor
30.24,45.9,39.52,0.45,0.65,0.26,2.67,afternoon_peak,wednesday,0.41,0.34,0.32,3.25,15.47,0.5,8.69,summer,suburban,0.41,Good
53.92,46.07,70.23,0.73,0.15,0.12,2.49,midday,sunday,0.31,0.23,0.38,9.66,13.78,0.57,5.08,summer,regional,0.26,Excellent
4.03,7.78,31.1,0.34,0.65,0.72,2.43,early_morning,friday,0.87,0.54,0.27,1.14,3.72,0.68,28.44,winter,urban,0.52,Poor
33.7,42.0,48.13,0.43,0.55,0.34,5.06,midday,monday,0.63,0.46,0.47,7.16,14.98,0.49,24.38,summer,suburban,0.44,Moderate
277.38,236.09,70.49,0.88,0.48,0.64,7.98,midday,monday,0.37,0.39,0.13,26.4,-0.15,0.68,36.74,winter,regional,0.39,Moderate
248.08,190.62,78.09,0.8,0.39,0.35,5.3,evening,tuesday,0.39,0.45,0.33,24.63,8.86,0.6,21.04,spring,regional,0.48,Good
14.67,35.25,24.96,0.52,0.92,0.5,4.51,morning_peak,friday,0.83,0.58,0.29,11.02,4.91,0.65,32.22,winter,urban,0.5,Poor
36.2,54.61,39.77,0.64,0.58,0.56,3.1,night,wednesday,0.63,0.49,0.27,12.57,-1.32,0.78,25.76,winter,suburban,0.42,Moderate
18.47,72.31,15.33,0.44,0.75,0.57,6.76,evening,monday,0.95,0.58,0.32,1.0,7.43,0.71,22.23,winter,urban,0.44,Poor
197.06,148.73,79.5,0.85,0.64,0.55,5.07,afternoon_peak,tuesday,0.24,0.54,0.29,23.42,3.18,0.66,17.9,winter,regional,0.55,Good
60.92,68.67,53.23,0.68,0.64,0.37,1.47,morning_peak,tuesday,0.4,0.42,0.27,23.64,18.19,0.65,15.0,summer,suburban,0.41,Good
28.52,68.85,24.85,0.58,0.55,0.66,3.39,evening,saturday,0.74,0.4,0.34,4.34,0.53,0.65,21.48,winter,urban,0.43,Moderate
57.19,62.06,55.29,0.44,0.54,0.54,3.52,midday,tuesday,0.49,0.43,0.22,1.72,17.92,0.7,13.27,autumn,suburban,0.43,Moderate
30.03,65.5,27.5,0.31,0.83,0.64,3.37,evening,monday,0.91,0.52,0.45,10.42,1.86,0.78,18.24,winter,urban,0.51,Poor
159.67,143.77,66.64,0.73,0.26,0.57,6.13,afternoon_peak,saturday,0.17,0.34,0.18,18.97,0.44,0.71,15.69,winter,regional,0.34,Excellent
26.14,74.22,21.13,0.38,0.69,0.49,2.91,evening,saturday,0.92,0.46,0.25,1.0,11.17,0.63,21.35,autumn,urban,0.46,Poor
8.96,19.91,27.02,0.55,0.79,0.59,5.07,morning_peak,saturday,0.85,0.61,0.33,11.57,3.78,0.58,27.13,winter,urban,0.57,Poor
115.73,107.18,64.79,0.92,0.38,0.39,3.99,night,saturday,0.29,0.28,0.24,9.95,8.81,0.63,18.71,autumn,regional,0.25,Excellent
77.55,105.48,44.11,0.65,0.79,0.35,2.74,morning_peak,thursday,0.48,0.52,0.16,10.66,10.18,0.58,20.82,spring,suburban,0.35,Moderate
271.04,250.85,64.83,0.63,0.66,0.44,3.21,afternoon_peak,monday,0.33,0.53,0.25,32.29,8.98,0.54,24.12,autumn,regional,0.39,Good
15.31,31.68,28.99,0.49,0.87,0.33,2.32,afternoon_peak,monday,0.85,0.55,0.27,12.27,16.43,0.61,14.24,autumn,urban,0.53,Poor
18.67,36.49,30.69,0.52,0.7,0.27,0.0,early_morning,friday,0.96,0.43,0.53,1.0,13.77,0.5,20.52,summer,urban,0.46,Moderate
14.34,44.28,19.43,0.51,0.67,0.59,3.37,evening,tuesday,0.69,0.41,0.25,6.13,4.81,0.68,20.0,winter,urban,0.5,Moderate
55.12,39.13,84.52,0.82,0.37,0.36,2.01,night,monday,0.13,0.42,0.37,16.87,12.74,0.61,7.52,summer,regional,0.39,Excellent
79.58,124.29,38.42,0.45,0.81,0.13,0.52,morning_peak,wednesday,0.54,0.49,0.42,4.88,14.18,0.58,15.43,summer,suburban,0.53,Good
78.7,123.49,38.24,0.73,0.7,0.15,2.08,early_morning,tuesday,0.68,0.44,0.45,8.44,17.69,0.5,9.33,summer,suburban,0.46,Good
59.81,105.26,34.09,0.66,0.73,0.76,6.53,afternoon_peak,monday,0.65,0.53,0.33,8.62,1.26,0.82,21.8,winter,suburban,0.49,Poor
73.72,57.86,76.44,0.78,0.47,0.45,5.56,evening,wednesday,0.4,0.38,0.18,15.42,8.51,0.65,15.33,spring,regional,0.47,Good
110.97,78.65,84.65,0.7,0.53,0.22,1.41,morning_peak,saturday,0.25,0.45,0.44,12.69,18.05,0.59,15.99,summer,regional,0.2,Good
105.0,95.58,65.92,0.8,0.52,0.74,9.0,night,friday,0.38,0.47,0.22,8.44,5.78,0.83,23.26,winter,regional,0.39,Good
285.42,198.11,86.44,0.88,0.41,0.32,1.87,morning_peak,thursday,0.13,0.34,0.36,27.11,22.0,0.61,15.81,summer,regional,0.51,Excellent
18.82,47.8,23.63,0.56,0.71,0.17,0.73,evening,sunday,0.93,0.4,0.55,2.88,19.0,0.5,17.72,summer,urban,0.55,Moderate
208.11,181.02,68.98,0.71,0.26,0.37,4.28,evening,saturday,0.35,0.35,0.27,15.59,3.29,0.59,19.31,spring,regional,0.39,Excellent
7.64,14.74,31.12,0.36,0.67,0.14,0.19,night,tuesday,0.92,0.4,0.46,1.0,13.44,0.55,9.98,summer,urban,0.5,Moderate
66.28,71.46,55.65,0.47,0.59,0.38,1.74,midday,friday,0.65,0.42,0.37,9.98,10.27,0.64,24.39,autumn,suburban,0.4,Moderate
65.79,94.15,41.93,0.68,0.81,0.53,3.06,morning_peak,thursday,0.67,0.59,0.32,5.18,8.38,0.65,7.63,autumn,suburban,0.48,Poor
223.12,221.59,60.41,0.9,0.55,0.43,2.6,afternoon_peak,tuesday,0.22,0.44,0.18,25.83,18.27,0.61,20.44,autumn,regional,0.67,Good
66.51,73.59,54.23,0.76,0.62,0.51,4.29,evening,tuesday,0.61,0.49,0.29,5.88,9.67,0.74,19.47,autumn,suburban,0.43,Moderate
75.46,69.75,64.91,0.74,0.41,0.19,2.86,evening,saturday,0.58,0.35,0.46,7.83,18.04,0.5,14.13,summer,suburban,0.27,Excellent
23.06,65.36,21.16,0.31,0.83,0.03,0.0,afternoon_peak,wednesday,0.91,0.37,0.47,10.11,15.72,0.44,15.72,summer,urban,0.42,Moderate
50.11,79.35,37.89,0.73,0.46,0.34,1.14,early_morning,tuesday,0.42,0.41,0.25,9.3,7.72,0.66,16.93,autumn,suburban,0.41,Good
15.22,34.93,26.15,0.25,0.65,0.41,2.58,evening,sunday,0.94,0.44,0.29,3.02,4.85,0.56,18.54,autumn,urban,0.48,Moderate
7.26,22.59,19.29,0.49,0.83,0.12,1.36,afternoon_peak,tuesday,0.88,0.46,0.54,8.29,18.44,0.42,10.38,summer,urban,0.53,Moderate
12.04,34.98,20.65,0.29,0.93,0.56,5.62,morning_peak,wednesday,0.88,0.54,0.32,1.89,2.7,0.63,28.21,winter,urban,0.49,Poor
77.19,135.35,34.22,0.49,0.72,0.55,2.74,morning_peak,wednesday,0.53,0.5,0.17,10.18,1.85,0.77,32.64,winter,suburban,0.46,Moderate
48.52,47.04,61.89,0.7,0.68,0.09,0.0,morning_peak,tuesday,0.38,0.36,0.44,11.1,19.19,0.55,5.65,summer,regional,0.46,Good
26.7,83.04,19.29,0.37,0.93,0.25,1.0,afternoon_peak,tuesday,0.97,0.5,0.27,4.04,4.18,0.56,26.92,spring,urban,0.57,Moderate
29.23,101.66,17.25,0.27,0.85,0.36,0.85,morning_peak,tuesday,0.92,0.49,0.27,7.91,12.36,0.59,21.02,spring,urban,0.46,Moderate
49.39,55.22,53.67,0.66,0.63,0.3,4.79,morning_peak,wednesday,0.45,0.46,0.22,6.56,7.52,0.58,16.39,spring,suburban,0.44,Good
12.09,25.03,28.98,0.37,0.78,0.02,0.0,midday,monday,0.84,0.45,0.44,1.0,14.09,0.42,21.04,summer,urban,0.54,Moderate
24.45,91.75,15.99,0.36,0.74,0.27,2.09,afternoon_peak,sunday,0.84,0.42,0.25,6.8,10.28,0.55,10.23,spring,urban,0.44,Moderate
167.9,140.1,71.9,0.82,0.34,0.37,0.07,evening,friday,0.12,0.41,0.09,18.73,16.8,0.49,9.66,autumn,regional,0.4,Excellent
83.85,103.64,48.54,0.77,0.64,0.2,1.54,night,wednesday,0.69,0.49,0.42,8.04,14.62,0.43,7.7,summer,suburban,0.51,Good
29.15,63.82,27.4,0.26,0.87,0.12,1.46,evening,monday,0.91,0.47,0.4,3.01,9.68,0.5,21.47,spring,urban,0.5,Moderate
22.96,40.33,34.15,0.43,0.63,0.24,2.76,midday,thursday,0.81,0.48,0.51,7.38,19.79,0.57,23.33,summer,urban,0.51,Moderate
79.0,61.03,77.67,0.82,0.35,0.56,4.34,evening,monday,0.17,0.46,0.13,15.12,16.16,0.73,20.23,autumn,regional,0.37,Good
81.04,89.54,54.3,0.5,0.44,0.49,1.4,midday,saturday,0.66,0.29,0.31,10.72,10.38,0.72,23.62,autumn,suburban,0.45,Moderate
5.33,18.12,17.65,0.25,0.66,0.6,5.57,early_morning,thursday,0.78,0.52,0.28,1.0,7.34,0.6,22.28,winter,urban,0.46,Poor
238.14,187.9,76.04,0.73,0.21,0.42,1.17,midday,sunday,0.15,0.35,0.34,18.31,9.88,0.68,21.86,autumn,regional,0.43,Excellent
25.1,24.38,61.77,0.72,0.3,0.43,4.44,midday,sunday,0.41,0.31,0.22,5.1,16.12,0.61,19.87,autumn,suburban,0.22,Good
21.48,25.65,50.23,0.63,0.49,0.56,4.31,midday,friday,0.63,0.45,0.35,5.88,8.34,0.73,17.19,autumn,suburban,0.36,Moderate
22.83,30.63,44.71,0.54,0.65,0.23,2.83,midday,friday,0.64,0.38,0.29,7.57,7.35,0.65,20.37,spring,suburban,0.41,Moderate
290.66,256.75,67.92,0.64,0.52,0.21,0.74,evening,wednesday,0.41,0.39,0.24,30.66,3.76,0.52,18.06,spring,regional,0.51,Good
245.09,202.42,72.65,0.7,0.17,0.22,0.91,midday,saturday,0.15,0.29,0.23,21.44,18.63,0.56,15.02,summer,regional,0.28,Excellent
61.05,110.36,33.19,0.48,0.59,0.59,4.95,morning_peak,sunday,0.51,0.49,0.2,6.45,8.92,0.71,19.89,autumn,suburban,0.44,Moderate
18.6,35.64,31.32,0.41,0.59,0.22,1.61,midday,tuesday,0.83,0.44,0.35,6.61,5.75,0.44,11.06,spring,urban,0.48,Moderate
22.14,69.79,19.04,0.36,0.76,0.28,1.77,morning_peak,thursday,0.75,0.51,0.27,10.31,8.94,0.67,19.66,spring,urban,0.6,Poor
5.37,21.99,14.65,0.27,0.8,0.71,6.82,evening,wednesday,0.95,0.57,0.33,3.68,0.21,0.69,20.41,winter,urban,0.52,Poor
27.05,70.67,22.97,0.32,0.79,0.34,4.4,evening,tuesday,0.87,0.56,0.28,5.05,5.45,0.57,16.46,autumn,urban,0.62,Poor
60.9,83.74,43.64,0.43,0.61,0.51,2.76,early_morning,thursday,0.52,0.5,0.3,1.51,6.59,0.78,17.52,autumn,suburban,0.37,Moderate
59.66,89.23,40.12,0.51,0.49,0.25,2.78,midday,tuesday,0.42,0.37,0.43,20.16,22.29,0.63,8.17,summer,suburban,0.37,Good
59.06,77.25,45.87,0.61,0.55,0.16,2.29,early_morning,wednesday,0.65,0.37,0.44,9.95,22.08,0.56,7.28,summer,suburban,0.43,Good
37.34,48.79,45.91,0.75,0.67,0.63,5.37,early_morning,monday,0.55,0.52,0.26,5.28,-5.9,0.7,21.71,winter,suburban,0.36,Moderate
252.84,184.17,82.37,0.85,0.34,0.35,2.31,early_morning,wednesday,0.32,0.38,0.38,21.07,22.17,0.6,12.98,summer,regional,0.27,Excellent
26.04,30.64,50.99,0.75,0.43,0.63,5.93,night,monday,0.43,0.38,0.25,5.02,1.57,0.77,28.33,winter,suburban,0.24,Moderate
44.68,79.84,33.58,0.74,0.59,0.58,2.38,morning_peak,wednesday,0.51,0.49,0.31,6.24,2.39,0.71,17.94,autumn,suburban,0.45,Moderate
58.52,69.97,50.18,0.55,0.7,0.44,4.49,afternoon_peak,wednesday,0.46,0.49,0.27,8.29,3.34,0.62,15.74,spring,suburban,0.33,Moderate
67.46,69.47,58.27,0.65,0.44,0.4,4.12,night,thursday,0.4,0.35,0.37,8.01,6.41,0.58,14.73,autumn,suburban,0.42,Good
9.97,22.26,26.86,0.38,0.92,0.53,3.28,afternoon_peak,tuesday,0.97,0.59,0.38,5.68,3.15,0.64,28.52,winter,urban,0.62,Poor
237.32,192.42,74.0,0.9,0.6,0.47,4.04,afternoon_peak,tuesday,0.24,0.49,0.23,21.38,5.25,0.6,15.39,autumn,regional,0.56,Good
194.69,206.14,56.67,0.95,0.77,0.53,2.5,afternoon_peak,friday,0.37,0.54,0.19,15.07,6.86,0.66,26.76,autumn,regional,0.64,Moderate
14.37,44.37,19.43,0.34,0.81,0.7,8.18,evening,friday,0.95,0.62,0.33,8.15,2.36,0.79,27.88,winter,urban,0.52,Poor
24.08,78.21,18.48,0.55,0.86,0.07,0.36,afternoon_peak,friday,0.81,0.48,0.46,6.45,22.97,0.53,17.82,summer,urban,0.57,Moderate
15.54,19.5,47.82,0.6,0.63,0.26,1.86,early_morning,monday,0.55,0.31,0.22,11.28,7.02,0.6,9.91,spring,suburban,0.32,Very Poor
18.78,20.27,55.6,0.63,0.47,0.46,3.4,evening,saturday,0.63,0.36,0.14,5.48,5.38,0.61,17.39,autumn,suburban,0.4,Good
289.31,196.77,88.22,0.94,0.41,0.34,3.34,midday,wednesday,0.27,0.38,0.12,20.11,4.08,0.59,16.59,spring,regional,0.44,Excellent
78.07,120.92,38.74,0.49,0.63,0.43,4.27,morning_peak,thursday,0.41,0.36,0.21,6.87,-0.56,0.64,21.67,winter,suburban,0.51,Moderate
18.93,38.53,29.47,0.31,0.76,0.28,2.5,afternoon_peak,thursday,0.82,0.39,0.38,4.29,14.43,0.59,12.46,spring,urban,0.42,Moderate
64.69,67.26,57.7,0.49,0.51,0.28,0.8,midday,monday,0.42,0.39,0.28,11.2,5.12,0.53,21.13,spring,suburban,0.46,Good
45.56,85.26,32.06,0.7,0.8,0.16,0.83,morning_peak,friday,0.69,0.47,0.45,11.52,15.43,0.49,18.57,summer,suburban,0.49,Moderate
291.18,276.47,63.19,0.94,0.41,0.5,5.19,morning_peak,tuesday,0.16,0.38,0.17,23.59,6.58,0.67,15.0,autumn,regional,0.42,Excellent
198.76,166.6,71.58,0.93,0.61,0.7,7.54,morning_peak,thursday,0.23,0.45,0.14,21.58,-0.91,0.74,19.57,winter,regional,0.45,Moderate
5.33,11.95,26.77,0.49,0.75,0.47,3.46,midday,thursday,0.84,0.53,0.37,1.82,-5.24,0.66,23.03,winter,urban,0.61,Moderate
31.71,71.13,26.75,0.49,0.76,0.51,5.49,midday,wednesday,0.87,0.49,0.34,5.84,8.97,0.64,24.38,autumn,urban,0.54,Poor
78.04,136.08,34.41,0.65,0.7,0.29,2.28,midday,thursday,0.71,0.52,0.17,8.78,10.97,0.57,13.53,spring,suburban,0.47,Moderate
24.96,53.97,27.75,0.47,0.92,0.35,4.18,afternoon_peak,wednesday,0.79,0.6,0.44,4.65,18.39,0.57,13.93,summer,urban,0.48,Poor
